College Code,College Name,Branch Code,Branch Name,Year_2017,OC_2017,BC_2017,BCM_2017,MBC_2017,SC_2017,SCA_2017,ST_2017,OCRank_2017,BCRank_2017,BCMRank_2017,MBCRank_2017,SCRank_2017,SCARank_2017,STRank_2017,Year_2018,OC_2018,BC_2018,BCM_2018,MBC_2018,SC_2018,SCA_2018,ST_2018,OCRank_2018,BCRank_2018,BCMRank_2018,MBCRank_2018,SCRank_2018,SCARank_2018,STRank_2018,Year_2019,OC_2019,BC_2019,BCM_2019,MBC_2019,SC_2019,SCA_2019,ST_2019,OCRank_2019,BCRank_2019,BCMRank_2019,MBCRank_2019,SCRank_2019,SCARank_2019,STRank_2019
1516,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,BAGAYAM,VELLORE DIST, PIN - 632002.",EC,9,2017,190,186.25,176.75,185,168.75,155,168.25,16991,23316,39492,25615,51891,72093,52539,2018,181,172,124,172.25,144,96,182,21684,31898,77237,31662,59537,97180,20566,2019,162.5,151.5,122.5,148,120,83,139,20812,29492,55696,32388,58303,97957,40111
1516,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,BAGAYAM,VELLORE DIST, PIN - 632002.",ME,15,2017,188.25,183.5,164.25,183,168.5,145.75,152,20016,28378,58501,28810,52136,84969,76265,2018,176.5,168,153.75,161.5,136.25,145.75,146,26910,35910.5,50138,42486,66550,57870,57629,2019,141,123,116.5,118.5,109.5,90,122.25,38005,55467,62187,59852,70100,91304,134905
1517,"THIRUMALAI ENGINEERING COLLEGE,KILAMBI,,KANCHEEPURAM DIST, PIN - 631551.",CS,5,2017,82.75,134905,134905,134905,134905,134905,134905,134512,134905,134905,134905,134905,134905,134905,2018,79,134905,134905,134905,134905,134905,134905,103173,134905,134905,134905,134905,134905,134905,2019,80.5,134905,134905,134905,134905,134905,134905,100186,134905,134905,134905,134905,134905,134905
1517,"THIRUMALAI ENGINEERING COLLEGE,KILAMBI,,KANCHEEPURAM DIST, PIN - 631551.",EE,7,2017,89.75,134905,134905,134905,134905,134905,134905,133194,134905,134905,134905,134905,134905,134905,2018,90.5,134905,134905,134905,134905,134905,134905,99862,134905,134905,134905,134905,134905,134905,2019,84.75,134905,134905,134905,134905,134905,134905,96598,134905,134905,134905,134905,134905,134905
1517,"THIRUMALAI ENGINEERING COLLEGE,KILAMBI,,KANCHEEPURAM DIST, PIN - 631551.",EC,9,2017,114,134905,134905,134905,134905,134905,134905,119642,134905,134905,134905,134905,134905,134905,2018,100.5,134905,134905,134905,134905,134905,134905,94573,134905,134905,134905,134905,134905,134905,2019,121.5,134905,134905,134905,134905,134905,134905,56752,134905,134905,134905,134905,134905,134905
1517,"THIRUMALAI ENGINEERING COLLEGE,KILAMBI,,KANCHEEPURAM DIST, PIN - 631551.",ME,15,2017,78.25,134905,134905,134905,134905,134905,134905,134869,134905,134905,134905,134905,134905,134905,2018,94,134905,134905,134905,134905,134905,134905,98183,134905,134905,134905,134905,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,100894,134905,134905,134905,134905,134905,134905
1517,"THIRUMALAI ENGINEERING COLLEGE,KILAMBI,,KANCHEEPURAM DIST, PIN - 631551.",IT,33,2017,106.75,134905,134905,134905,134905,134905,134905,124978,134905,134905,134905,134905,134905,134905,2018,87,134905,134905,134905,134905,134905,134905,101138,134905,134905,134905,134905,134905,134905,2019,119,134905,134905,134905,134905,134905,134905,59738,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",CE,3,2017,96,134905,134905,134905,134905,134905,134905,130947,134905,134905,134905,134905,134905,134905,2018,88,134905,134905,134905,134905,134905,134905,100757,134905,134905,134905,134905,134905,134905,2019,83,134905,134905,134905,134905,134905,134905,98352,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",CS,5,2017,95.25,134905,134905,134905,134905,134905,134905,131326,134905,134905,134905,134905,134905,134905,2018,104.75,134905,134905,82.25,134905,134905,134905,92028,134905,134905,102449.5,134905,134905,134905,2019,85.5,80.5,134905,83,78.5,134905,134905,96077,100207,134905,98327,101615,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",EE,7,2017,98.75,134905,134905,134905,134905,134905,134905,129613,134905,134905,134905,134905,134905,134905,2018,97.75,134905,134905,78.5,91.25,134905,134905,96268,134905,134905,103285,99534,134905,134905,2019,83,134905,134905,134905,134905,134905,134905,98189,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",EC,9,2017,93,134905,134905,134905,134905,134905,134905,132205,134905,134905,134905,134905,134905,134905,2018,80.75,134905,134905,79.25,80.25,134905,134905,102831.5,134905,134905,103115,102925,134905,134905,2019,79,134905,134905,134905,134905,134905,134905,101578,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",ME,15,2017,109.25,100,134905,85.75,134905,134905,134905,123331,128950,134905,134139,134905,134905,134905,2018,94.75,94.5,134905,80.25,134905,134905,134905,97954,98054,134905,102939,134905,134905,134905,2019,81,134905,134905,134905,134905,134905,134905,100035,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",AE,30,2017,87,134905,134905,134905,134905,134905,134905,133902,134905,134905,134905,134905,134905,134905,2018,110,134905,134905,105.25,88.5,134905,134905,88317,134905,134905,91623,100566,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,101172,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",AU,31,2017,120.75,134905,134905,134905,134905,134905,134905,113740,134905,134905,134905,134905,134905,134905,2018,100.75,134905,134905,134905,134905,134905,134905,94425,134905,134905,134905,134905,134905,134905,2019,79,134905,134905,134905,134905,134905,134905,101558,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",IT,33,2017,99.75,134905,134905,134905,134905,134905,134905,129057,134905,134905,134905,134905,134905,134905,2018,91.75,134905,134905,89.5,86.5,77.5,134905,99336,134905,134905,100239.5,101273.5,103434,134905,2019,80,134905,134905,134905,134905,134905,134905,101415,134905,134905,134905,134905,134905,134905
1518,"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ARUNACHALA CITY, PONNUR HILLS, CHETPET ROAD,,THIRUVANNAMALAI DIST, PIN - 604505.",EI,35,2017,94.25,134905,134905,134905,134905,134905,134905,131677.5,134905,134905,134905,134905,134905,134905,2018,101.5,134905,134905,134905,134905,134905,134905,94014,134905,134905,134905,134905,134905,134905,2019,82,134905,134905,134905,134905,134905,134905,99073,134905,134905,134905,134905,134905,134905
1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",CE,3,2017,95,134905,134905,134905,134905,134905,134905,131428,134905,134905,134905,134905,134905,134905,2018,99,134905,134905,134905,134905,134905,134905,95497,134905,134905,134905,134905,134905,134905,2019,89,134905,134905,134905,134905,134905,134905,92698,134905,134905,134905,134905,134905,134905
1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",CS,5,2017,94.5,91.25,134905,86.5,134905,134905,134905,131596,132747,134905,133967,134905,134905,134905,2018,108,134905,134905,79,80.25,134905,134905,89733,134905,134905,103184,102895.5,134905,134905,2019,99.5,134905,134905,84.5,83.5,84,134905,81287,134905,134905,96736,97867,97392,134905
1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",EE,7,2017,105,134905,134905,82.75,134905,134905,134905,126009,134905,134905,134513,134905,134905,134905,2018,85.5,134905,134905,134905,134905,134905,134905,101611,134905,134905,134905,134905,134905,134905,2019,81,134905,134905,134905,134905,134905,134905,99963,134905,134905,134905,134905,134905,134905
1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",EC,9,2017,93,134905,134905,134905,134905,134905,134905,132197,134905,134905,134905,134905,134905,134905,2018,97,96,134905,80.25,134905,134905,134905,96693.5,97148,134905,102931,134905,134905,134905,2019,86.5,82,134905,134905,82.5,134905,134905,95113,99245,134905,134905,98675,134905,134905
1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",ME,15,2017,94.25,134905,91,92.25,134905,134905,134905,131679,134905,132850,132410,134905,134905,134905,2018,80,134905,134905,134905,134905,134905,134905,102977,134905,134905,134905,134905,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,100573,134905,134905,134905,134905,134905,134905
1519,"BHARATHIDASAN ENGINEERING COLLEGE,MGR NAGAR, K.BANDARAPALLI PATCHUR (VIA),VELLORE DIST, PIN - 635854.",IT,33,2017,138.25,134905,134905,134905,134905,134905,134905,94553,134905,134905,134905,134905,134905,134905,2018,95,134905,134905,134905,134905,134905,134905,97720,134905,134905,134905,134905,134905,134905,2019,90.5,134905,134905,80,80.5,134905,134905,91180,134905,134905,100739,100158,134905,134905
1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",CE,3,2017,101,134905,134905,97,134905,134905,134905,128452,134905,134905,130458,134905,134905,134905,2018,111.5,134905,134905,134905,134905,134905,134905,87296,134905,134905,134905,134905,134905,134905,2019,95.5,134905,134905,134905,134905,134905,134905,85598,134905,134905,134905,134905,134905,134905
1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",CS,5,2017,150.5,96.5,114.25,105.25,96.75,137,134905,78515,130692,119489,125859,130654,96033,134905,2018,140.75,115.25,93.25,101,94.75,134905,134905,62486.5,84375,98655,94336,97906,134905,134905,2019,103.5,80.5,99.5,83,84.5,134905,134905,76763,100283,81275,98130,96915,134905,134905
1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",EE,7,2017,105,134905,134905,104.75,80.75,134905,134905,126044,134905,134905,126245,134699,134905,134905,2018,99.75,134905,134905,134905,134905,134905,134905,95000,134905,134905,134905,134905,134905,134905,2019,137.5,134905,134905,134905,134905,134905,134905,41349,134905,134905,134905,134905,134905,134905
1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",EC,9,2017,165,130.5,118.25,121,118.75,134905,151,57485,103566,115912,113302,115421,134905,77677,2018,127.25,98.5,134905,108,113.5,134905,134905,74501,95801.5,134905,89755,85702,134905,134905,2019,87.5,134905,134905,134905,134905,134905,134905,94126,134905,134905,134905,134905,134905,134905
1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",ME,15,2017,156,94.75,110.25,110,102.25,134905,134905,70604,131463,122510,122689,127657,134905,134905,2018,93.5,134905,134905,134905,134905,134905,134905,98422.5,134905,134905,134905,134905,134905,134905,2019,80.5,134905,134905,134905,134905,134905,134905,100327,134905,134905,134905,134905,134905,134905
1520,"KINGSTON ENGINEERING COLLEGE,CHITTOOR MAIN ROAD,,VELLORE DIST, PIN - 632059.",IT,33,2017,135.25,107.5,122.75,78.75,134905,134905,134905,98275,124511,111747,134845,134905,134905,134905,2018,119.25,93,134905,90.25,98,134905,134905,81054,98751,134905,99964,95983,134905,134905,2019,101.5,80.5,97,134905,134905,134905,134905,79026,100223,83972,134905,134905,134905,134905
1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",CS,5,2017,105.5,134905,134905,78,134905,134905,134905,125750,134905,134905,134879,134905,134905,134905,2018,96.25,134905,134905,87.5,134905,134905,134905,97079,134905,134905,100937,134905,134905,134905,2019,88,86,134905,80.5,80,134905,134905,93457,95340,134905,100105,101101,134905,134905
1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",EE,7,2017,104.75,134905,134905,134905,134905,134905,134905,126171,134905,134905,134905,134905,134905,134905,2018,143.5,134905,134905,134905,134905,134905,134905,59970,134905,134905,134905,134905,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,100813,134905,134905,134905,134905,134905,134905
1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",EC,9,2017,126.75,134905,134905,134905,134905,134905,134905,107771,134905,134905,134905,134905,134905,134905,2018,104.5,134905,134905,134905,134905,134905,134905,92172,134905,134905,134905,134905,134905,134905,2019,92.5,134905,134905,134905,134905,134905,134905,88860,134905,134905,134905,134905,134905,134905
1521,"SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,NO.381, MBT ROAD,,VELLORE DIST, PIN - 632531.",ME,15,2017,93.75,134905,134905,134905,134905,134905,134905,131897,134905,134905,134905,134905,134905,134905,2018,96,134905,134905,134905,134905,134905,134905,97193,134905,134905,134905,134905,134905,134905,2019,91,90.5,134905,96,134905,134905,134905,90652,90740,134905,85356,134905,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",CE,3,2017,93,134905,134905,134905,134905,134905,134905,132173,134905,134905,134905,134905,134905,134905,2018,91.5,134905,134905,134905,134905,134905,134905,99476,134905,134905,134905,134905,134905,134905,2019,81,134905,134905,134905,134905,134905,134905,100038,134905,134905,134905,134905,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",CS,5,2017,102.25,96.5,134905,81.25,134905,134905,134905,127652,130763,134905,134658,134905,134905,134905,2018,131,99.25,126,134905,87,134905,134905,71292,95347,75504,134905,101141,134905,134905,2019,108,80,103.5,80.5,84,134905,134905,71911,101121,76677,100447,97243,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",EE,7,2017,87,134905,134905,134905,134905,134905,134905,133876,134905,134905,134905,134905,134905,134905,2018,104,134905,134905,134905,134905,134905,134905,92385.5,134905,134905,134905,134905,134905,134905,2019,81.5,134905,134905,134905,134905,134905,134905,99394,134905,134905,134905,134905,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",EC,9,2017,92.5,134905,134905,134905,134905,134905,134905,132341,134905,134905,134905,134905,134905,134905,2018,82.5,134905,134905,134905,134905,134905,134905,102434,134905,134905,134905,134905,134905,134905,2019,80.5,134905,134905,134905,134905,134905,134905,100257,134905,134905,134905,134905,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",ME,15,2017,84.5,134905,134905,134905,134905,134905,134905,134297,134905,134905,134905,134905,134905,134905,2018,79.25,134905,134905,134905,134905,134905,134905,103122,134905,134905,134905,134905,134905,134905,2019,80,134905,134905,88,97.5,134905,134905,100676,134905,134905,93458,83455,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",AU,31,2017,111.25,134905,134905,134905,134905,134905,134905,121833,134905,134905,134905,134905,134905,134905,2018,131.75,96.5,106.25,82.25,134905,89.5,134905,70610,96869,90925,102480,134905,100242,134905,2019,92,134905,134905,89,134905,134905,134905,89424,134905,134905,92291,134905,134905,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",IT,33,2017,94.25,134905,134905,134905,134905,134905,134905,131747,134905,134905,134905,134905,134905,134905,2018,126,108.75,89.75,93,86.5,134905,134905,75460.5,89300,100206.5,98762,101270,134905,134905,2019,111.5,77.5,84.5,97,81.5,90,134905,67885,101690,96700,84135,99345,91650,134905
1523,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,257/1, BANGALORE - CHENNAI HIGHWAY,,VELLORE DIST, PIN - 632509.",PE,43,2017,98.75,134905,97.25,134905,134905,134905,134905,129607,134905,130423,134905,134905,134905,134905,2018,96.25,134905,134905,95.5,134905,134905,134905,97068,134905,134905,97566,134905,134905,134905,2019,85.5,134905,134905,134905,134905,134905,134905,95989,134905,134905,134905,134905,134905,134905
1524,"ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET - POLUR ROAD,,THIRUVANNAMALAI DIST, PIN - 606902.",CS,5,2017,79.25,134905,134905,134905,134905,134905,134905,134811,134905,134905,134905,134905,134905,134905,2018,82.5,134905,134905,134905,134905,134905,134905,102384,134905,134905,134905,134905,134905,134905,2019,85,134905,134905,134905,134905,134905,134905,96463,134905,134905,134905,134905,134905,134905
1524,"ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET - POLUR ROAD,,THIRUVANNAMALAI DIST, PIN - 606902.",EE,7,2017,113.25,134905,134905,134905,134905,134905,134905,120357,134905,134905,134905,134905,134905,134905,2018,127.75,134905,134905,134905,134905,134905,134905,74119,134905,134905,134905,134905,134905,134905,2019,95.5,134905,134905,134905,134905,134905,134905,85415,134905,134905,134905,134905,134905,134905
1524,"ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET - POLUR ROAD,,THIRUVANNAMALAI DIST, PIN - 606902.",ME,15,2017,86.75,134905,134905,134905,134905,134905,134905,133929,134905,134905,134905,134905,134905,134905,2018,129.5,134905,134905,134905,134905,134905,134905,72537,134905,134905,134905,134905,134905,134905,2019,77.5,134905,134905,134905,134905,134905,134905,101677,134905,134905,134905,134905,134905,134905
1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",CE,3,2017,88.75,134905,134905,134905,134905,134905,134905,133490,134905,134905,134905,134905,134905,134905,2018,96.5,134905,134905,134905,134905,134905,134905,96901,134905,134905,134905,134905,134905,134905,2019,78.5,134905,134905,134905,134905,134905,134905,101630,134905,134905,134905,134905,134905,134905
1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",CS,5,2017,93.5,134905,134905,80.5,134905,134905,134905,131976,134905,134905,134706,134905,134905,134905,2018,83,134905,134905,81.5,79,134905,134905,102315,134905,134905,102658,103200,134905,134905,2019,84.5,82.5,79.5,82,83,80,134905,96893,98491,101515,98997,98219,100805,134905
1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",EE,7,2017,102,134905,134905,84,134905,134905,134905,127876,134905,134905,134351,134905,134905,134905,2018,87.25,134905,134905,134905,134905,134905,134905,100993,134905,134905,134905,134905,134905,134905,2019,82,134905,134905,134905,134905,134905,134905,99103,134905,134905,134905,134905,134905,134905
1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",EC,9,2017,100.25,134905,134905,134905,134905,134905,134905,128861,134905,134905,134905,134905,134905,134905,2018,100,134905,134905,134905,134905,134905,134905,94937,134905,134905,134905,134905,134905,134905,2019,93,134905,134905,134905,134905,134905,134905,88524,134905,134905,134905,134905,134905,134905
1525,"PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,ADIYUR (POST) , ADIYUR (VILLAGE),VELLORE DIST, PIN - 635601.",ME,15,2017,93.75,134905,134905,80.5,134905,134905,134905,131938,134905,134905,134714,134905,134905,134905,2018,78.25,134905,134905,134905,134905,134905,134905,103319.5,134905,134905,134905,134905,134905,134905,2019,80.5,134905,134905,134905,134905,134905,134905,100205,134905,134905,134905,134905,134905,134905
1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",CS,5,2017,98.25,134905,134905,134905,134905,134905,134905,129889,134905,134905,134905,134905,134905,134905,2018,138.5,102.75,134905,102,103.75,134905,134905,64495,93171,134905,93781,92606,134905,134905,2019,101,88,134905,97.5,87,94.5,134905,79682,93676,134905,83571,94646,86571,134905
1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",EE,7,2017,99.25,134905,134905,134905,134905,134905,134905,129343,134905,134905,134905,134905,134905,134905,2018,85,134905,134905,134905,134905,134905,134905,101738,134905,134905,134905,134905,134905,134905,2019,83,134905,134905,134905,134905,134905,134905,98373,134905,134905,134905,134905,134905,134905
1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",EC,9,2017,132.5,134905,134905,134905,134905,134905,134905,101238,134905,134905,134905,134905,134905,134905,2018,88.75,134905,134905,134905,134905,134905,134905,100490,134905,134905,134905,134905,134905,134905,2019,95.5,134905,134905,107,87,134905,134905,85933,134905,134905,73058,94734,134905,134905
1605,"IDHAYA ENGINEERING COLLEGE FOR WOMEN,CHINNASALEM (POST) , CHINNASALEM (VILLAGE),VILLUPURAM DIST, PIN - 606201.",IT,33,2017,89,134905,134905,134905,134905,134905,134905,133428,134905,134905,134905,134905,134905,134905,2018,91,134905,134905,134905,80,134905,134905,99698,134905,134905,134905,102958,134905,134905,2019,84.5,134905,134905,134905,134905,134905,134905,96991,134905,134905,134905,134905,134905,134905
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,3,2017,195.75,195,192.75,193.75,187.25,181.5,134905,5690,7093,11359,9660,21860,31561,134905,2018,191,189.75,185.75,188,170.75,171.75,153.5,8632,10770,15964,12940,33115,32162,50436,2019,178,173.5,165,166,148,138,123.5,9792,12870,18959,18192,32487,40779,54839
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CS,5,2017,197.5,197.25,195.75,195.75,188.75,188,170.25,2807,3293,5937,5696,19061,20443,49445,2018,195.75,195.25,192.25,194,182.25,173.75,134905,2888,3412,6975,4878,20183,30114,134905,2019,190,188.5,185.5,185.5,174,179,134905,2617,3347,4964,4977,12580,9193,134905
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,7,2017,197.25,197,196.25,196.25,191.75,188.25,197,3207,3571,4800,4707,13415,20195,3528,2018,195,194.25,189.75,193,184.5,180,179.75,3831,4576,10783,6084,17382,22923,23352,2019,186.5,185.5,181.5,181.5,168.5,168.5,143,4410,5062,7501,7419,16647,16659,36417
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EC,9,2017,198,197.75,195.75,197.25,192.25,191,134905,1767,2183,5863,3267,12305,14609,134905,2018,196.25,195.5,191.5,194.5,185.5,184.25,134905,2380,3091,8195,4245,16328,17850,134905,2019,189,187.25,183.5,184,173.5,168.5,134905,2982,3934,6210,5982,12817,16382,134905
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,15,2017,197.25,196.75,195,195.75,191,187.25,180.5,3230,4115,7148,5677,14697,21824,33183,2018,193.75,192.5,188,191,176.5,178.25,180.25,5353,6877,13116,8592,26908,25079,22805,2019,182,179.5,175,173.75,151.5,156,152.5,7027,8755,11724,12612,29601,25809,28758
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,24,2017,194.5,192.75,192.5,192,178,176.75,177,8235,11183,11879,12655,37260,39309,38894,2018,189.75,186.5,181.5,181.75,158.25,150.5,165.75,10784,14916,21087,20955,45886,53226,38431,2019,177,169.5,153.5,155.5,135.5,152,134905,10387,15781,27926,26215,43127,29093,134905
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,33,2017,196.75,196.5,195.5,195,185.5,178.5,134905,4192,4550,6134,7138,25051,36588,134905,2018,194.75,194.25,191.5,192.5,177,178.5,134905,4144,4740,7954,6791,26387,24634,134905,2019,187,186,180.5,182,165.5,174.5,144.5,4063,4558,7972,6963,18596,11971,35276
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,35,2017,196.5,196,194,194,182,189.5,172.75,4470,5437,9157,8917,30758,17796,45809,2018,193,191.5,186.25,188.5,170,156,163.75,6275,8250,15267,12413,34035,48001,40204,2019,182,180.5,178,174.5,151,155,113.5,7020,8027,9692,11951,29923,26895,65337
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,36,2017,195.25,194.75,193.5,192.5,178.75,175.5,151.25,6781,7880,10162,11720,35989,41414,77175,2018,190,188.5,179.5,186.25,163.75,148.5,134,10255.5,12457,23421,15399,40386,55105,68471,2019,175,170.5,155.5,165.5,132.5,127,118.5,11596,15112,26253,18715,45989,51334,59908
